rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/clip_fraction,train/clip_range,train/explained_variance,train/approx_kl,train/entropy_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/loss
19.02,13,143,5458,73216,6.91183119,0.0853515625,0.2,0.2102299928665161,0.004645345,-0.49920026659965516,1420,-0.005746006645495072,0.0005,5.574834179878235,2.1632354259490967
19.47,13,144,5499,73728,7.07081277,0.0546875,0.2,0.33180099725723267,0.0046428777,-0.5485275808721781,1430,0.00022344642202369868,0.0005,4.978768277168274,2.009753942489624
19.34,13,145,5541,74240,7.00759998,0.0146484375,0.2,0.18056434392929077,0.0016036099,-0.5919063955545425,1440,-0.001676712317566853,0.0005,6.216511529684067,2.0640926361083984
20.53,13,146,5582,74752,7.6571473,0.0361328125,0.2,0.4559473991394043,0.0023410476,-0.5808806143701076,1450,-0.0033604930446017533,0.0005,5.8266114562749864,2.5828535556793213
21.82,13,147,5621,75264,8.21514489,0.0263671875,0.2,0.45309555530548096,0.002089953,-0.49511239416897296,1460,-0.0023381299281027166,0.0005,5.654907155036926,2.147052764892578
21.99,13,148,5657,75776,8.293404190000002,0.012109375,0.2,0.111025869846344,0.00040006242,-0.4676666006445885,1470,-0.0011171468999236823,0.0005,7.591382515430451,3.0958919525146484
21.08,13,149,5694,76288,7.93021664,0.054296875,0.2,0.1850699782371521,0.00079387205,-0.552244670689106,1480,0.0007269115187227726,0.0005,7.442182016372681,3.2834982872009277
21.17,13,150,5729,76800,7.847734070000001,0.0154296875,0.2,0.2172650694847107,0.0018136777,-0.5236114226281643,1490,-0.0014819016447290777,0.0005,7.764613991975784,4.280901908874512
20.32,13,151,5765,77312,7.538286899999998,0.0208984375,0.2,0.4412282109260559,0.001457478,-0.45084351748228074,1500,-0.0025402086961548776,0.0005,5.913012579083443,2.1672604084014893
19.75,13,152,5798,77824,7.24403961,0.059765625,0.2,0.41289210319519043,0.0019589998,-0.5083238460123539,1510,-0.0027466273109894245,0.0005,6.018800842761993,2.463757038116455
19.4,13,153,5834,78336,7.0712145,0.033984375,0.2,0.5749306678771973,0.003373785,-0.47640258334577085,1520,-0.002210683567682281,0.0005,4.131862100958824,1.7098883390426636
18.25,13,154,5865,78848,6.596872680000001,0.03203125,0.2,0.33773165941238403,0.0014797081,-0.3776513166725636,1530,-0.0037990038690622896,0.0005,5.114248955249787,2.3017406463623047
19.36,13,155,5903,79360,7.09003519,0.0314453125,0.2,0.44794291257858276,0.0027182396,-0.3759350497275591,1540,-0.001127544092014432,0.0005,5.04308893084526,2.727982521057129
19.44,13,156,5943,79872,7.27663427,0.0138671875,0.2,0.49834221601486206,0.00080795365,-0.35002910159528255,1550,-0.00022272511560004205,0.0005,5.533862662315369,2.547297477722168
20.71,13,157,5982,80384,7.88621812,0.0083984375,0.2,0.3399328589439392,0.0004232598,-0.2791639696806669,1560,-0.0007969162485096604,0.0005,8.009339720010757,3.5018129348754883
20.88,13,158,6021,80896,7.889350080000001,0.020703125,0.2,0.5197600722312927,0.0007891486,-0.311581471376121,1570,-0.0002339778235182166,0.0005,4.887043049931526,2.228607177734375
19.02,13,159,6057,81408,7.069654550000001,0.012890625,0.2,0.3893842101097107,0.0014969626,-0.36655179895460605,1580,-0.00021304667461663485,0.0005,5.760280522704124,2.1310842037200928
19.63,13,160,6090,81920,7.3611933,0.01875,0.2,0.20448052883148193,0.0011520025,-0.33405445963144303,1590,-0.0008151780581101775,0.0005,5.4432019114494326,2.079371929168701
19.54,13,161,6122,82432,7.418265099999998,0.041796875,0.2,0.327528178691864,0.0033583308,-0.4011258464306593,1600,-0.0024678989429958165,0.0005,6.2787631273269655,2.5950610637664795
19.82,13,162,6155,82944,7.52652269,0.0125,0.2,0.3928135633468628,0.001469807,-0.31942685693502426,1610,-0.0006826279684901237,0.0005,5.435435000061989,3.92399263381958
20.06,13,163,6187,83456,7.696309329999999,0.0294921875,0.2,0.4005020260810852,0.0013490493,-0.3061200641095638,1620,-0.002257150411605835,0.0005,5.159738492965698,2.2473156452178955
18.69,13,164,6218,83968,6.980848610000001,0.0451171875,0.2,0.3408176302909851,0.0049405843,-0.27503095380961895,1630,-0.0021936851320788265,0.0005,5.72248223721981,2.178314208984375
18.87,13,165,6251,84480,7.0122632299999985,0.0341796875,0.2,0.4146496653556824,0.0014547931,-0.320648280531168,1640,-0.003431256045587361,0.0005,4.705086517333984,2.612990140914917
17.15,13,166,6283,84992,6.253118009999998,0.015234375,0.2,0.32829749584198,0.0001144968,-0.29986538272351027,1650,0.0001853062305599451,0.0005,6.171712386608124,3.0455286502838135
17.99,13,167,6315,85504,6.7006936600000016,0.0361328125,0.2,0.39798855781555176,0.001749306,-0.3398070026189089,1660,-0.002668086235644296,0.0005,5.87562343776226,2.4261574745178223
17.41,13,168,6346,86016,6.400672219999999,0.030859375,0.2,0.39445143938064575,0.0011108048,-0.3779096011072397,1670,-0.0017155823472421617,0.0005,4.706744512915611,2.238769769668579
17.76,13,169,6381,86528,6.57837921,0.012890625,0.2,0.42389732599258423,0.0006797805,-0.3334824230521917,1680,-0.0011768311262130738,0.0005,4.13320100903511,1.770553469657898
18.97,13,170,6412,87040,7.14316146,0.0171875,0.2,0.3189699649810791,0.0017448354,-0.36293422169983386,1690,-0.0012153188581578434,0.0005,5.438859829306603,2.9916954040527344
18.88,13,171,6443,87552,7.029419409999999,0.0318359375,0.2,0.43038105964660645,0.0059563485,-0.3878502167761326,1700,-0.001195325149456039,0.0005,5.741713809967041,2.716782808303833
19.78,13,172,6476,88064,7.486800589999999,0.071875,0.2,0.5635479092597961,0.0032671015,-0.4955529559403658,1710,-0.005594696191838011,0.0005,3.6590609431266783,1.957708477973938
20.63,13,173,6507,88576,7.86948074,0.0451171875,0.2,0.3032275438308716,0.0040697297,-0.44745356887578963,1720,-0.004474169027525931,0.0005,8.79219422340393,4.006446838378906
21.64,13,174,6539,89088,8.23036508,0.023828125,0.2,0.36345595121383667,0.0024408258,-0.4121692020446062,1730,-0.0014868911181110888,0.0005,8.624404281377792,2.599844455718994
21.64,13,175,6569,89600,8.173138369999998,0.0486328125,0.2,0.3184073567390442,0.004870416,-0.37774745635688306,1740,-0.0025215080997440962,0.0005,6.849917414784431,3.328113555908203
21.08,13,176,6599,90112,7.93847687,0.0169921875,0.2,0.4641658663749695,0.0005630781,-0.3513795491307974,1750,-0.0004584173962939531,0.0005,4.73435166478157,1.9906020164489746
19.88,13,177,6628,90624,7.459999239999999,0.0162109375,0.2,0.3720551133155823,0.0021951988,-0.36170633397996427,1760,-0.00019336294499225915,0.0005,6.43313113451004,3.42220139503479
19.15,13,178,6658,91136,7.143759210000001,0.0244140625,0.2,0.46645474433898926,0.0012249708,-0.4167552515864372,1770,-0.00021302024251781403,0.0005,5.979886591434479,3.3054940700531006
19.82,13,179,6688,91648,7.553021060000001,0.016796875,0.2,0.6041574478149414,0.002755649,-0.4532288584858179,1780,-0.0004223947238642722,0.0005,2.532478776574135,0.9973030686378479
19.82,13,180,6717,92160,7.624850309999999,0.04921875,0.2,0.5831538438796997,0.0017126468,-0.4414570778608322,1790,-0.0009268683119444176,0.0005,4.254750081896782,1.7073394060134888
19.93,13,181,6747,92672,7.5508869800000005,0.023828125,0.2,0.3280409574508667,0.002829947,-0.39672541692852975,1800,-0.0008865317387972027,0.0005,6.199734801054001,2.2272443771362305
21.76,13,182,6777,93184,8.324918779999999,0.028515625,0.2,0.4135029911994934,0.0034282953,-0.3619803797453642,1810,-0.0025337802828289567,0.0005,5.6405746906995775,2.410099744796753
22.98,13,183,6806,93696,8.833273409999999,0.0142578125,0.2,0.45376116037368774,0.0002540904,-0.3485920801758766,1820,-0.0016590973478741943,0.0005,6.368685847520828,2.9083750247955322
22.17,13,184,6836,94208,8.40712472,0.060546875,0.2,0.5322269201278687,0.002323524,-0.45186108686029913,1830,-0.004528501391177997,0.0005,4.382462891936302,2.112276792526245
22.5,13,185,6866,94720,8.50441937,0.0380859375,0.2,0.5221060514450073,0.0023649915,-0.46030912064015866,1840,-0.0006938203412573784,0.0005,5.472436782717705,3.119260787963867
22.14,13,186,6898,95232,8.437373339999999,0.0322265625,0.2,0.4722050428390503,0.0038248207,-0.37932452782988546,1850,-0.0015011457493528725,0.0005,4.557776281237603,2.4207072257995605
21.42,13,187,6929,95744,8.127800639999998,0.03515625,0.2,0.3054783344268799,0.002879439,-0.4623512826859951,1860,-0.0024620862561278043,0.0005,6.384636962413788,2.7771170139312744
21.24,13,188,6959,96256,7.98224396,0.0244140625,0.2,0.2912241220474243,0.002579945,-0.43012665808200834,1870,-0.001509750008699484,0.0005,5.88215748667717,2.9618184566497803
21.62,13,189,6989,96768,8.230224419999999,0.05,0.2,0.3005198836326599,0.003024989,-0.36247156374156475,1880,-0.0033348641940392555,0.0005,6.435391283035278,2.1973438262939453
20.85,13,190,7023,97280,7.7690554700000005,0.0138671875,0.2,0.505464494228363,0.0013150652,-0.40335678309202194,1890,-0.0011203926405869424,0.0005,5.060080572962761,2.3601181507110596
21.84,13,191,7055,97792,8.28409036,0.030078125,0.2,0.3715502619743347,0.0035355818,-0.3418775651603937,1900,-0.0039849197026342155,0.0005,6.204325184226036,2.3771560192108154
22.07,13,192,7091,98304,8.44818019,0.03515625,0.2,0.3500695824623108,0.0006773481,-0.2502427868545055,1910,-0.0033603783580474556,0.0005,5.9920151174068454,4.623271465301514
20.85,13,193,7124,98816,7.8521909800000005,0.008984375,0.2,0.4169909358024597,0.0013296108,-0.3149745732545853,1920,-0.00033925320021808145,0.0005,5.166256582736969,2.217377185821533
21.41,13,194,7156,99328,8.15856634,0.0306640625,0.2,0.4745229482650757,0.0016507513,-0.3738510198891163,1930,-0.0017665692401351407,0.0005,3.0538925141096116,1.1974276304244995
19.66,13,195,7187,99840,7.332164070000001,0.038671875,0.2,0.6424692869186401,0.0030514626,-0.3254580836743116,1940,-0.004366530501283705,0.0005,3.8664881974458694,1.4895575046539307
19.79,13,196,7224,100352,7.3626569900000005,0.0431640625,0.2,0.3684462904930115,0.01160137,-0.4048740666359663,1950,-0.003765035216929391,0.0005,3.526154798269272,1.3906303644180298
20.53,14,1,35,100864,7.6750060399999995,0.0515625,0.2,0.45772743225097656,0.0024735113,-0.40149762146174905,1960,-0.002624022657983005,0.0005,5.357048204541206,2.1246352195739746
20.5,15,2,65,101376,7.667239710000001,0.028515625,0.2,0.3858851194381714,0.0017886063,-0.3668549004942179,1970,-0.003495595743879676,0.0005,7.711136955022812,4.030045509338379
21.61,15,3,100,101888,8.18025845,0.042578125,0.2,0.4743792414665222,0.0017837154,-0.3673280905932188,1980,-0.0030614978226367385,0.0005,4.687066173553466,1.7171357870101929
20.23,15,4,132,102400,7.61828296,0.0173828125,0.2,0.4635279178619385,0.001402982,-0.3754243414849043,1990,-0.0026936107431538405,0.0005,4.939579546451569,2.1126303672790527
20.53,15,5,163,102912,7.840683819999998,0.025390625,0.2,0.555217981338501,0.0018912061,-0.4161255668848753,2000,-0.0011157540138810873,0.0005,5.167148280143738,1.9025640487670898
20.83,15,6,193,103424,8.02810426,0.026953125,0.2,0.39562445878982544,0.004661233,-0.4651242859661579,2010,-0.002624644583556801,0.0005,5.902949693799019,2.212338924407959
19.55,16,7,223,103936,7.302776239999999,0.0109375,0.2,0.4796251654624939,0.001185533,-0.4564577259123325,2020,-0.0017379503697156906,0.0005,5.274126899242401,2.2026994228363037
20.29,16,8,253,104448,7.5682343,0.041796875,0.2,0.38798338174819946,0.0019827578,-0.4756339445710182,2030,-0.003596635063877329,0.0005,4.0530811727046965,1.212576985359192
19.17,16,9,283,104960,7.012990199999999,0.0201171875,0.2,0.3426433205604553,0.0028651007,-0.46723641976714136,2040,-0.0012756376236211509,0.0005,5.262118324637413,2.613554000854492
19.62,16,10,312,105472,7.137976719999999,0.0388671875,0.2,0.48516958951950073,0.004291876,-0.45229094587266444,2050,-0.003133575856918469,0.0005,3.8233576714992523,1.8315709829330444
20.98,16,11,343,105984,7.82944662,0.0376953125,0.2,0.4239814877510071,0.001608779,-0.4269795373082161,2060,-0.0032214161474257708,0.0005,4.381309640407562,1.5119414329528809
21.57,16,12,373,106496,8.09070435,0.016015625,0.2,0.23730719089508057,0.0020553418,-0.5256840601563454,2070,0.00017125451122410596,0.0005,4.587486720085144,1.7702772617340088
22.13,16,13,402,107008,8.207505050000002,0.0259765625,0.2,0.36085206270217896,0.0011026625,-0.45081753060221674,2080,-0.0015535424114204942,0.0005,4.8307716935873035,2.0898773670196533
21.51,16,14,432,107520,7.96378573,0.0052734375,0.2,0.49408960342407227,0.00041819178,-0.4795365184545517,2090,-0.0007223816879559309,0.0005,5.433597505092621,2.360808849334717
20.99,16,15,462,108032,7.73178789,0.0248046875,0.2,0.4527515769004822,0.0021016225,-0.5050905924290419,2100,-0.0021905692177824677,0.0005,6.041502451896667,2.648961067199707
21.56,16,16,492,108544,7.921211079999999,0.047265625,0.2,0.4699229598045349,0.0038486272,-0.5003217797726393,2110,-0.005584914598148316,0.0005,6.773974528908729,2.8986566066741943
21.28,16,17,522,109056,7.8509152,0.0556640625,0.2,0.5234272480010986,0.0021315631,-0.5709646571427583,2120,-0.0036865847650915384,0.0005,4.814249354600906,1.8411290645599365
21.75,16,18,551,109568,7.9920675800000005,0.033203125,0.2,0.65621018409729,0.0019832035,-0.6389420390129089,2130,-0.0026503540575504303,0.0005,2.992356537282467,1.6075555086135864
20.84,16,19,581,110080,7.56384707,0.0392578125,0.2,0.2983391284942627,0.0028368616,-0.6092370316386223,2140,-0.000660285638878122,0.0005,5.850714981555939,1.508503794670105
21.04,16,20,611,110592,7.630737250000001,0.0333984375,0.2,0.47759127616882324,0.0020178724,-0.6003435723483562,2150,-0.003710868099005893,0.0005,3.7042016863822935,1.2458117008209229
19.56,16,21,641,111104,7.001540320000003,0.0615234375,0.2,0.4864780306816101,0.0043081893,-0.49158715158700944,2160,-0.004364710976369679,0.0005,3.8005167290568354,1.5143133401870728
18.79,16,22,670,111616,6.664629189999999,0.0498046875,0.2,0.3744102716445923,0.0027931728,-0.49523242451250554,2170,-0.005737654259428382,0.0005,5.10539263188839,2.29469895362854
19.14,16,23,699,112128,6.792410599999999,0.0138671875,0.2,0.3551858067512512,0.00021198194,-0.5532116454094649,2180,-0.00037459171144291756,0.0005,4.3725482612848285,2.0473897457122803
18.73,16,24,728,112640,6.680585500000001,0.0578125,0.2,0.3250746726989746,0.0034855627,-0.47127126827836036,2190,-0.005379545548930764,0.0005,6.199504539370537,3.0754504203796387
19.82,16,25,758,113152,7.22552704,0.031640625,0.2,0.2993341088294983,0.0041343947,-0.4598246295005083,2200,-0.0037768624315503985,0.0005,6.476683786511421,2.240663766860962
21.16,16,26,787,113664,7.88416584,0.0224609375,0.2,0.5256489515304565,0.0020005838,-0.40952197574079036,2210,-0.003026621229946613,0.0005,4.030130368471146,1.7067909240722656
20.75,16,27,817,114176,7.774021309999999,0.040625,0.2,0.4963381290435791,0.005642103,-0.44534226059913634,2220,-0.0016443417582195253,0.0005,5.174673801660537,2.1231279373168945
21.9,16,28,849,114688,8.20994489,0.027734375,0.2,0.5164002180099487,0.0022848302,-0.5142001483589411,2230,-0.0014118284452706575,0.0005,6.9757170468568805,2.5693328380584717
21.93,16,29,882,115200,8.04364053,0.04453125,0.2,0.3694334626197815,0.0023492703,-0.5438261538743973,2240,-0.003955493739340454,0.0005,6.7073306173086165,4.378325462341309
21.84,16,30,915,115712,7.891291160000001,0.043359375,0.2,0.4943937659263611,0.006143019,-0.5424728352576494,2250,-0.003098181082168594,0.0005,2.8799814105033876,1.3620939254760742
21.69,16,31,947,116224,7.6472318800000005,0.045703125,0.2,0.4500260353088379,0.0034383456,-0.5602950770407915,2260,-0.0026285059982910754,0.0005,5.862758246064186,2.3431665897369385
21.35,16,32,980,116736,7.5118104599999995,0.043359375,0.2,0.40126532316207886,0.0031204494,-0.5533303026109934,2270,-0.004020948690595105,0.0005,4.460275930166245,2.065812349319458
22.29,16,33,1012,117248,7.90397642,0.0353515625,0.2,0.44468003511428833,0.0032340912,-0.5263808198273182,2280,-0.0023764838580973445,0.0005,5.012072515487671,1.7640761137008667
22.18,16,34,1045,117760,7.70631576,0.027734375,0.2,0.5219243764877319,0.003369419,-0.7188016839325428,2290,-0.0034686490485910325,0.0005,5.415222445130349,2.061554431915283
22.57,16,35,1078,118272,7.7195702100000005,0.021875,0.2,0.365395188331604,0.002923144,-0.6406380794942379,2300,-0.002494624012615532,0.0005,5.438441988825798,2.4526562690734863
23.49,16,36,1111,118784,7.908970669999999,0.1,0.2,0.45539742708206177,0.004731076,-0.7222679346799851,2310,-0.007162192277610302,0.0005,3.578178033232689,1.1606310606002808
23.25,16,37,1141,119296,7.660323230000001,0.084375,0.2,0.606564998626709,0.007495446,-0.7515090927481651,2320,-0.007929224183317273,0.0005,4.757209911942482,1.6863138675689697
22.66,16,38,1171,119808,7.41845801,0.0390625,0.2,0.5571163296699524,0.0031219057,-0.6959129393100738,2330,-0.0030367902014404534,0.0005,4.131645199656487,1.817893385887146
22.77,16,39,1201,120320,7.4511487800000005,0.0484375,0.2,0.5852762460708618,0.002061781,-0.5946329932659864,2340,-0.009352570230839774,0.0005,3.7889491111040114,1.5044519901275635
22.72,16,40,1231,120832,7.680969470000001,0.1201171875,0.2,0.5407761335372925,0.018680891,-0.5767455145716667,2350,-0.008001322799827904,0.0005,3.1845421344041824,1.1102122068405151
20.41,16,41,1260,121344,6.87174214,0.0458984375,0.2,0.2932949662208557,0.0045305924,-0.4264682851731777,2360,-0.002187050331849605,0.0005,4.900737002491951,2.0578525066375732
20.87,16,42,1290,121856,7.162526259999998,0.041015625,0.2,0.532063364982605,0.0027955156,-0.4595590453594923,2370,-0.0029431415372528137,0.0005,2.9645382851362228,1.2975879907608032
20.55,16,43,1319,122368,7.262748169999998,0.034375,0.2,0.3379427194595337,0.0014073314,-0.40270426608622073,2380,-0.003606894187396392,0.0005,5.233121466636658,1.669143795967102
20.58,16,44,1349,122880,7.271414180000001,0.06953125,0.2,0.21068614721298218,0.0031323764,-0.5056152079254389,2390,-0.0020480314851738513,0.0005,8.272520625591278,4.7176923751831055
21.78,16,45,1378,123392,7.690084049999999,0.033984375,0.2,0.2820899486541748,0.0036505694,-0.5221404150128365,2400,-0.0020751660515088586,0.0005,7.074952852725983,3.428436517715454
21.07,16,46,1408,123904,7.34872899,0.0240234375,0.2,0.5106933116912842,0.0023208829,-0.6108367748558521,2410,-0.001985586737282574,0.0005,4.986805817484855,1.8294581174850464
21.94,16,47,1438,124416,7.556532699999999,0.0265625,0.2,0.3944703936576843,0.0040931795,-0.5691890805959702,2420,-0.0037068045930936933,0.0005,4.325889578461647,1.9149107933044434
21.56,16,48,1468,124928,7.400472540000001,0.026953125,0.2,0.3810114860534668,0.0029869457,-0.5348707903176546,2430,-0.0025341135537019,0.0005,5.997556656599045,2.0669472217559814
21.75,16,49,1497,125440,7.544023360000002,0.0181640625,0.2,0.47070521116256714,0.0020264285,-0.5831479087471962,2440,-0.002716881048399955,0.0005,4.080607590079308,1.966680645942688
22.49,16,50,1527,125952,7.90195944,0.0134765625,0.2,0.4030197858810425,0.0017046387,-0.5402819782495498,2450,-0.0033686051901895553,0.0005,5.458648613095283,2.456860065460205
21.73,16,51,1557,126464,7.7918639999999995,0.0302734375,0.2,0.46970319747924805,0.0034056315,-0.4514360263943672,2460,-0.002567671216093004,0.0005,5.4427004009485245,2.5810952186584473
21.43,16,52,1586,126976,7.68099956,0.0357421875,0.2,0.31273746490478516,0.0028775854,-0.45649154894053934,2470,-0.0005663575895596296,0.0005,5.334238639473915,2.181161642074585
21.93,16,53,1616,127488,7.95005359,0.0205078125,0.2,0.4757659435272217,0.0017571696,-0.37619491331279276,2480,-0.0033956581668462605,0.0005,4.041720119118691,1.4006550312042236
20.19,16,54,1646,128000,7.339394240000001,0.01875,0.2,0.6169465780258179,0.004065123,-0.32837274149060247,2490,-0.0009575035306625068,0.0005,3.6018305703997613,1.8484359979629517
20.27,16,55,1675,128512,7.346599930000001,0.048046875,0.2,0.5270174741744995,0.005763496,-0.4092505067586899,2500,-0.002778550097718835,0.0005,3.635545915365219,1.3220523595809937
21.71,16,56,1705,129024,8.09059354,0.0421875,0.2,0.668851375579834,0.0013987869,-0.37029544189572333,2510,-0.0038099973346106706,0.0005,2.9539270102977753,1.0218828916549683
21.73,16,57,1735,129536,8.08120023,0.01875,0.2,0.5767781138420105,0.0020631058,-0.3937085587531328,2520,-0.0017231104022357613,0.0005,4.316949707269669,1.729502558708191
21.88,16,58,1765,130048,8.154247109999998,0.047265625,0.2,0.5270024538040161,0.003295727,-0.3356421057134867,2530,-0.004866166022839025,0.0005,3.0014558359980583,0.7917396426200867
21.89,16,59,1795,130560,8.143929259999998,0.0482421875,0.2,0.5788296461105347,0.0019293041,-0.36459624245762823,2540,-0.004032258823281154,0.0005,3.0487873584032057,1.7067657709121704
22.23,16,60,1825,131072,8.246489429999999,0.034765625,0.2,0.4963051676750183,0.003548491,-0.3416681282222271,2550,-0.0012864725722465664,0.0005,3.908816139400005,3.389974594116211
21.5,16,61,1855,131584,7.905184840000001,0.010546875,0.2,0.45350122451782227,0.0004784885,-0.25120673812925814,2560,-0.0011895498959347607,0.0005,3.98158577978611,2.2801342010498047
21.39,16,62,1885,132096,7.8688601600000005,0.033984375,0.2,0.4613804817199707,0.0027896827,-0.33742536045610905,2570,-0.003273798734880984,0.0005,4.444697457551956,2.3386967182159424
22.75,16,63,1915,132608,8.347867520000001,0.0216796875,0.2,0.39349013566970825,0.0016317792,-0.29903092961758376,2580,-0.0022491872077807784,0.0005,5.900460678339004,1.600142240524292
22.32,16,64,1945,133120,8.208043779999999,0.057421875,0.2,0.46843838691711426,0.0030289514,-0.28003025632351636,2590,-0.004986621375428513,0.0005,5.6693576842546465,2.969029426574707
22.03,16,65,1975,133632,8.17923923,0.02890625,0.2,0.5510721802711487,0.00017027545,-0.2931429114192724,2600,-0.0011364954931195824,0.0005,4.710665607452393,1.4310303926467896
22.01,16,66,2005,134144,8.153487799999999,0.0294921875,0.2,0.6530140042304993,0.0029364584,-0.3468280781060457,2610,-0.002601244719699025,0.0005,4.376400595903396,2.0935771465301514
20.36,16,67,2035,134656,7.27944761,0.0548828125,0.2,0.4507727026939392,0.009683929,-0.39170892275869845,2620,-0.005102143663680181,0.0005,2.6789136618375777,0.7788729071617126
19.86,16,68,2065,135168,6.8598653600000015,0.044140625,0.2,0.44355469942092896,0.0030642725,-0.585717698186636,2630,-0.002231077296892181,0.0005,4.432102966308594,2.104198932647705
20.57,16,69,2096,135680,6.958255749999999,0.03125,0.2,0.3199160099029541,0.0051115025,-0.6329151213169097,2640,-0.004725094675086439,0.0005,3.6418101713061333,0.8968166708946228
21.37,16,70,2126,136192,7.1077876600000005,0.0564453125,0.2,0.503933310508728,0.004336218,-0.5826147343963385,2650,-0.0037087118602357806,0.0005,4.2941299974918365,1.5847095251083374
23.08,16,71,2156,136704,7.64280937,0.0310546875,0.2,0.33584660291671753,0.003865819,-0.5508742146193981,2660,-0.003712765141972341,0.0005,5.167395606637001,2.426027536392212
22.17,16,72,2187,137216,7.51860367,0.0490234375,0.2,0.5316665172576904,0.004923174,-0.5089354496449232,2670,-0.004412482591578737,0.0005,3.352146200835705,1.0703054666519165
21.7,16,73,2218,137728,7.4646628900000005,0.023828125,0.2,0.6365895867347717,0.0042479723,-0.4523844141513109,2680,-0.001531633746344596,0.0005,2.9500945821404456,1.2888888120651245
21.35,16,74,2247,138240,7.269216120000001,0.0236328125,0.2,0.5044677257537842,0.0010937486,-0.5373816642910242,2690,-0.0011367311468347906,0.0005,3.3091975465416907,2.361271858215332
22.55,16,75,2277,138752,7.89148491,0.0146484375,0.2,0.6642224788665771,0.0015993909,-0.5374630782753229,2700,-0.0014227762876544148,0.0005,3.797443351149559,2.00862193107605
22.3,16,76,2307,139264,7.771385979999999,0.030078125,0.2,0.4841371774673462,0.0022101018,-0.5887229785323143,2710,-0.00280707633937709,0.0005,5.544497159123421,3.0091612339019775
23.11,16,77,2337,139776,8.01268373,0.0447265625,0.2,0.5037431716918945,0.0036284316,-0.6308485016226768,2720,-0.004500604176428169,0.0005,3.6745554894208907,1.6759209632873535
21.79,16,78,2367,140288,7.60197509,0.073046875,0.2,0.5401895046234131,0.0075609074,-0.5903806742280722,2730,-0.007269671192625537,0.0005,4.269741928577423,2.0000438690185547
22.93,16,79,2397,140800,8.04889819,0.04140625,0.2,0.46556419134140015,0.0027723566,-0.39333952255547044,2740,-0.0037607805919833482,0.0005,5.308632037043571,2.0803213119506836
22.98,16,80,2427,141312,8.34246511,0.026953125,0.2,0.5542874336242676,0.0026814013,-0.37434892244637014,2750,-0.00253436804341618,0.0005,4.122607731819153,1.396727204322815
23.23,16,81,2457,141824,8.620496909999998,0.05390625,0.2,0.6337765455245972,0.006589386,-0.446359234303236,2760,-0.0049998411850538105,0.0005,3.198619396984577,1.3512998819351196
22.83,16,82,2488,142336,8.573989830000002,0.0208984375,0.2,0.29227215051651,0.0020199246,-0.30627752244472506,2770,-0.001715062535367906,0.0005,5.037651056051255,1.9685237407684326
21.38,16,83,2517,142848,8.0873488,0.01328125,0.2,0.5568976402282715,0.00085872575,-0.3069334734231234,2780,-0.0016196252312511207,0.0005,4.319767040014267,1.4250762462615967
20.79,16,84,2547,143360,7.67474617,0.020703125,0.2,0.6021395921707153,0.0008516193,-0.3256248775869608,2790,-0.00023909391602501274,0.0005,4.687298429012299,2.0634663105010986
20.97,16,85,2577,143872,7.83218301,0.031640625,0.2,0.509557843208313,0.00084943057,-0.36747179590165613,2800,-0.0010017816093750298,0.0005,4.49801165163517,1.7201379537582397
20.63,16,86,2607,144384,7.736342920000001,0.01796875,0.2,0.5079289674758911,0.0012045226,-0.35833824537694453,2810,-0.002294988252106123,0.0005,4.669074246287346,2.038878917694092
20.82,16,87,2637,144896,7.784714889999999,0.027734375,0.2,0.4253450036048889,0.001750955,-0.39869816936552527,2820,-0.0033036375883966685,0.0005,4.553318682312965,2.1092729568481445
18.97,16,88,2667,145408,6.965985569999999,0.041015625,0.2,0.5997781157493591,0.0030169596,-0.37807708978652954,2830,-0.004562333851936273,0.0005,3.3258231192827226,0.8533084988594055
18.77,16,89,2697,145920,6.767473679999999,0.0685546875,0.2,0.5673820376396179,0.007900872,-0.4443665280938148,2840,-0.00892078117467463,0.0005,2.8667197421193125,0.8289393782615662
18.88,16,90,2732,146432,6.79121795,0.040234375,0.2,0.5045171976089478,0.0043424633,-0.4561205320060253,2850,-0.004344452801160514,0.0005,4.253027912974358,2.30574631690979
19.06,16,91,2769,146944,6.854684669999999,0.034375,0.2,0.41694438457489014,0.0018095153,-0.460451140627265,2860,-0.0018971846147906035,0.0005,5.552700424194336,1.2822465896606445
19.97,16,92,2805,147456,7.18554901,0.0369140625,0.2,0.5275384187698364,0.0023881153,-0.5188597541302442,2870,-0.003088390763150528,0.0005,3.629975914955139,1.6961097717285156
21.23,16,93,2844,147968,7.544091140000001,0.0388671875,0.2,0.5603662729263306,0.0032603636,-0.6439855143427848,2880,-0.003409379901131615,0.0005,3.5615039497613905,1.3194553852081299
20.61,16,94,2878,148480,7.300384220000001,0.068359375,0.2,0.6835161447525024,0.0039708684,-0.5263075590133667,2890,-0.005789029313018545,0.0005,3.659760797023773,1.1579731702804565
21.98,16,95,2913,148992,7.791368210000001,0.023828125,0.2,0.5147736668586731,0.0015756901,-0.43821218274533746,2900,-0.0033393466379493474,0.0005,4.224435305595398,1.884012222290039
23.08,16,96,2946,149504,8.18207442,0.0482421875,0.2,0.5434284210205078,0.0043977867,-0.4703157886862755,2910,-0.009338402427965775,0.0005,3.546947678923607,1.219881534576416
